rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,cleaned_text,average_sentiment,num_reviews,sentiment_score,user_score,Unnamed: 0,product_average_sentiment,standardized_user_score,sentiment_deviation,trust_score
5,I LOVE these glasses,"I LOVE these glasses!  They fit perfectly over my regular, rectangular glasses that I always have to wear in order to see.  I really appreciate having these pretty and stylish and sturdy sunglasses to wear over my glasses.  I'll buy these again and again whenever I need a new pair, which hopefully won't be too soon.",[],B00PKRFU4O,B00XESJTDE,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,29:26.0,0,TRUE,love glass fit perfectly regular rectangular glass always wear order see really appreciate pretty stylish sturdy sunglass wear glass buy whenever need new pair hopefully wo nt soon,0.712633333,6,0.9641,6.002933333,75510,0.712633333,-0.646924994,0.251466667,0.050804169
3,"Great glass, but create a blind spot for driving",These glasses are great for going over prescription glasses but the drawback is that they create a huge blind spot on the sides for driving - I only wear them when I am the passenger in a car.  I would recommend these glass but suggest you look for a style that has open side bars for your peripheral vision.,[],B00PKRFU4O,B00XESJTDE,AH6PUGVRXGZ4YXXJQI7PCA3PMVZQ,28:10.0,0,TRUE,glass great going prescription glass drawback create huge blind spot side driving wear passenger car would recommend glass suggest look style open side bar peripheral vision,0.712633333,6,0.8519,49147107.57,75510,0.712633333,2.307043333,0.139266667,1.583888333
3,"Great glass, but create a blind spot for driving",These glasses are great for going over prescription glasses but the drawback is that they create a huge blind spot on the sides for driving - I only wear them when I am the passenger in a car.  I would recommend these glass but suggest you look for a style that has open side bars for your peripheral vision.,[],B00PKRFU4O,B00XESJTDE,AH6PUGVRXGZ4YXXJQI7PCA3PMVZQ,28:10.0,0,TRUE,glass great going prescription glass drawback create huge blind spot side driving wear passenger car would recommend glass suggest look style open side bar peripheral vision,0.712633333,6,0.8519,49147107.57,75510,0.712633333,2.307043333,0.139266667,1.583888333
3,"Great glass, but create a blind spot for driving",These glasses are great for going over prescription glasses but the drawback is that they create a huge blind spot on the sides for driving - I only wear them when I am the passenger in a car.  I would recommend these glass but suggest you look for a style that has open side bars for your peripheral vision.,[],B00PKRFU4O,B00XESJTDE,AH6PUGVRXGZ4YXXJQI7PCA3PMVZQ,28:10.0,0,TRUE,glass great going prescription glass drawback create huge blind spot side driving wear passenger car would recommend glass suggest look style open side bar peripheral vision,0.712633333,6,0.8519,49147107.57,75510,0.712633333,2.307043333,0.139266667,1.583888333
3,Adult friendly; Not for small kids,Works OK for adults and is not at all kid friendly as stated. Slides down my 5 year olds face.,[],B089S8MFCQ,B089S8MFCQ,AHTTU2FL6FCNBBAESCJHOHHSSW7A,58:06.7,0,TRUE,work ok adult kid friendly stated slide 5 year old face,0.6597,1,0.6597,0,662557,0.6597,-0.646925355,0,0.176537322
5,Five Stars,Great fit,[],B01MZDN9Z4,B01MZDN9Z4,AFWHJ6O3PV4JC7PVOJH6CPULO2KQ,27:29.2,0,TRUE,great fit,0.765,1,0.765,1.5,253026,0.765,-0.646925265,0,0.176537367
4,Heavy earrings for size of owls but so darn cute!,"Would be five stars but they are just too heavy for the size. So cute, gets lots of compliments, but pull the ears down.",[],B00N9X4XNU,B00N9X4XNU,AEWJXW46LKSW22FWTGRYTLNE7TGA,30:20.6,0,TRUE,would five star heavy size cute get lot compliment pull ear,0.421347436,78,0.7269,0.611105128,66734,0.421347436,-0.646925319,0.305552564,0.023761059
1,Okay,No,[],B00N9X4XNU,B00N9X4XNU,AGTKQ3SLFEEEYFBEY6IFVMVXIP5Q,55:36.5,0,TRUE,,0.421347436,78,0,105.8293822,66734,0.421347436,-0.646918994,0.421347436,-0.034133215
1,Okay,No,[],B00N9X4XNU,B00N9X4XNU,AGTKQ3SLFEEEYFBEY6IFVMVXIP5Q,55:36.5,0,TRUE,,0.421347436,78,0,105.8293822,66734,0.421347436,-0.646918994,0.421347436,-0.034133215
1,Okay,No,[],B00N9X4XNU,B00N9X4XNU,AGTKQ3SLFEEEYFBEY6IFVMVXIP5Q,55:36.5,0,TRUE,,0.421347436,78,0,105.8293822,66734,0.421347436,-0.646918994,0.421347436,-0.034133215
1,Okay,No,[],B00N9X4XNU,B00N9X4XNU,AGTKQ3SLFEEEYFBEY6IFVMVXIP5Q,55:36.5,0,TRUE,,0.421347436,78,0,105.8293822,66734,0.421347436,-0.646918994,0.421347436,-0.034133215
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
5,Cuties,Very cute. Love it. Good buy. I received the rose gold and now I ordered the white gold(silver).,[],B00N9X4XNU,B00N9X4XNU,AEKZTAWPEVRGF5I7KHIN6S7ALEOA,36:39.8,1,TRUE,cute love good buy received rose gold ordered white gold silver,0.421347436,78,0.8779,6673886.661,66734,0.421347436,-0.245793871,0.456552564,0.148826783
